Address,Full Address,Name,Date,Architect,Builder,Style,Link,Notes,Photo,Marker
127 North Sunset Dr,"127 North Sunset Dr, Ithaca, NY 14850",,1966,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMRlE2TmdVYTdqMk0&export=download,
128 Cayuga Park Rd,"128 Cayuga Park Rd, Ithaca, NY 14850",,1960,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMVk9rdjhqYk9yeU0&export=download,
128 North Sunset Dr,"128 North Sunset Dr, Ithaca, NY 14850",,1954,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMc2hZNjJhdm5CV1k&export=download,
128 Sheldon Rd,"128 Sheldon Rd, Ithaca, NY 14850",,1958,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMUG9wd0pRRHZfdEU&export=download,
128 Westbourne Rd,"128 Westbourne Rd, Ithaca, NY 14850",,1933,,,Brick Apartments,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMalhqbTM3QldDQjA&export=download,small_blue
129 Midway Rd,"129 Midway Rd, Ithaca, NY 14850",,1926,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMTllCQUNfYUt5VVE&export=download,
129 North Sunset Dr,"129 North Sunset Dr, Ithaca, NY 14850",,1966,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMRGVGQXR1OWo4MEk&export=download,
130 Cambridge Pl,"130 Cambridge Pl, Ithaca, NY 14850",,1984,,,Cape Cod,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMdnhuZlRZYWF6WUE&export=download,
130 Sunset Dr,"130 Sunset Dr, Ithaca, NY 14850",,1929,Sherwood Holt,,Colonial,,Home of architect Sherwood Holt. (Notable Architecture),http://docs.google.com/uc?authuser=0&id=0B4mZNbHgzx_Lb1F5STFrRnRzM2c&export=download,
131 Cambridge Pl,"131 Cambridge Pl, Ithaca, NY 14850",,1984,,,Contemporary,http://cayugaheightshistory.weebly.com/131-cambridge-place.html,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMWnJoQnVJN0FDOG8&export=download,
131 Cayuga Park Rd,"131 Cayuga Park Rd, Ithaca, NY 14850",,1964,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0B4mZNbHgzx_LT0dKV3kxdVNTeVk&export=download,
131 North Sunset Dr,"131 North Sunset Dr, Ithaca, NY 14850",,1966,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMNHhYRDRyUG1MTnc&export=download,
132 Sunset Dr,"132 Sunset Dr, Ithaca, NY 14850",,land only,,,land only,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMS0tteTIxUTVFS0E&export=download,
132 North Sunset Drive,"132 North Sunset Drive, Ithaca, NY 14850",,1939,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMbXZrNkZJWlhNbUk&export=download,
135 North Sunset Dr,"135 North Sunset Dr, Ithaca, NY 14850",,1959,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMbG43MU9UZEpuRDA&export=download,
136 North Sunset Dr,"136 North Sunset Dr, Ithaca, NY 14850",,1967,,,Split Level,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMNDJXZHlEd0syMEU&export=download,
137 North Sunset Dr,"137 North Sunset Dr, Ithaca, NY 14850",,1958,,,Split Level,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMWXotX0xnajRVelk&export=download,
139 North Sunset Dr,"139 North Sunset Dr, Ithaca, NY 14850",,1956,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMbHJfWkQ4T3VMOTA&export=download,
14 Tyler Rd,"14 Tyler Rd, Ithaca, NY 14850",,1986,,,Contemporary,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMa0Zsd2FpWDJUMWM&export=download,
140 North Sunset Dr,"140 North Sunset Dr, Ithaca, NY 14850",,1957,,,Split Level,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMYTQtNlNsXzhUYjQ&export=download,
142 North Sunset Dr,"142 North Sunset Dr, Ithaca, NY 14850",,1955,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMS3MyTmtaNGxUZ2s&export=download,
143 North Sunset Dr,"143 North Sunset Dr, Ithaca, NY 14850",,1958,,,Raised Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMNnEyRi14bmFTS2c&export=download,
144 North Sunset Dr,"144 North Sunset Dr, Ithaca, NY 14850",,1954,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMWGJUVkZfQm1fbWs&export=download,
145 North Sunset Dr,"145 North Sunset Dr, Ithaca, NY 14850",,1958,,,Raised Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMS3AxVktFaHlLU0E&export=download,
147 North Sunset Dr,"147 North Sunset Dr, Ithaca, NY 14850",,1955,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMS3JCYTdWcFFQYlU&export=download,
15 Spruce Lane,"15 Spruce Lane, Ithaca, NY 14850",,1975,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMLUgzLUJnN3ZMR0E&export=download,
150 North Sunset Dr,"150 North Sunset Dr, Ithaca, NY 14850",,1953,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMblRMa2ZPcV9EVjg&export=download,
150 Pleasant Grove Road,"42.458840, -76.478361","Robison Disc Golf Course, Cornell University",,,,,,Public Sites,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMb09jUklNcjcwaWs&export=download,
150a Pleasant Grove Road,"42.459328, -76.475865",Cornell Child Care Center,2008,,,Contemporary,,Public Sites,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMN2I5b0xIMGFvbGs&export=download,
151 North Sunset Dr,"151 North Sunset Dr, Ithaca, NY 14850",,1963,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMMmVlLWpwb2RYRVU&export=download,
152 North Sunset Dr,"152 North Sunset Dr, Ithaca, NY 14850",,1939,,,English Cottage Revival,,,http://docs.google.com/uc?authuser=0&id=0B4mZNbHgzx_LbDU2bWFLWXNqR1U&export=download,
153 North Sunset Dr,"153 North Sunset Dr, Ithaca, NY 14850",,1965,,,Split Level,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMNlJDQjZlVHZ0QzQ&export=download,
154 North Sunset Dr,"154 North Sunset Dr, Ithaca, NY 14850",,1955,,,Split Level,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMdFV1dW5NX2tnYUE&export=download,
155 North Sunset Dr,"155 North Sunset Dr, Ithaca, NY 14850",,1965,,,Split Level,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMVDQzbDRiZXpUYVE&export=download,
159 West Remington Rd,"159 Wests Remington Rd, Ithaca, NY 14850",,2002,,,Contemporary,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMM05Rc1ZYUmZfS2c&export=download,
16 Spruce Lane,"16 Spruce Lane, Ithaca, NY 14850",,1983,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMUnRCRk9pTmpkLWs&export=download,
161 Highgate Rd,"161 Highgate Rd, Ithaca, NY 14850",,1934,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMa213SE5mSlpRWk0&export=download,
166 Pleasant Grove Rd,"166 Pleasant Grove Rd, Ithaca, NY 14850",,1829,,,Farm House,,Notable Architecture,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMbXBEdmdyS1NPeXc&export=download,
168 Pleasant Grove Rd,"168 Pleasant Grove Rd, Ithaca, NY 14850",,1959,,,Contemporary,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMUVVJWm5Sc1oxWDg&export=download,
17 Parkway Pl,"17 Parkway Pl, Ithaca, NY 14850",,1944,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMVGdRSloyb0o0RlU&export=download,
171 Pleasant Grove Rd,"171 Pleasant Grove Rd, Ithaca, NY 14850",,1880,,,Farm House,,Notable Architecture,http://docs.google.com/uc?authuser=0&id=0B3Dz3xQqxQ8rUEJra0NONGQ2cVk&export=download,
172 Pleasant Grove Rd,"42.4626384767221,-76.4769804115223",Cradit-Moore House,1817,,,Greek Revival Farm House,http://cayugaheightshistory.weebly.com/172-pleasant-grove-rd---cradit-moore-house.html,"The Cradit-Moore House represents a successful recent effort at preserving our local heritage. The earliest section of the home, its northern wing (1817), was constructed by Isaac Cradit. It possesses many Greek Revival characteristics such as pilasters, a cornice line with full entablature, a pediment-shaped door surround and elaborate window molding. 
 
 Around 1860-61, the southern wing was added when it was sold to Peter Kline, who owned much farmland in the area. 
 The house was bought by Dr. and Mrs. Norman Moore in 1938 and underwent many changes. Dr. Moore was the first Director of Cornell University’s health care system. In 1948 the house was sold to Cornell with the Moores retaining lifetime residency.
 
 About fifteen years ago, Cornell’s expansion blueprint for the North Campus included plans to demolish the building, and Historic Ithaca stepped in to save the almost 200-year-old structure. In 2000, the house was moved about three-tenths of a mile north of its original location at 128 Pleasant Grove Road to its current location. 
(Notable Architecture)",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMUzdlVUNzTGMwMlk&export=download,
174 Pleasant Grove Rd,"42.4632506582178,-76.4772499238373",,1980,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMcGt6ajBBbDR2VzA&export=download,
176 Pleasant Grove Rd,"176 Pleasant Grove Rd, Ithaca, NY 14850",,1890,,,Farm House,,Notable Architecture,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMVlkzVkd0QXNwNGc&export=download,
186 Pleasant Grove Road,"42.465094, -76.477565","Pleasant Grove Cemetery, former Kline Road Cemetery",1805,,,Gothic Revival Chapel,http://cayugaheightshistory.weebly.com/pleasant-grove-cemetery.html,"Bucolic cemetery with graves dating to 1805, along with a Gothic Revival chapel. Noted Interments include local heroes, such as Revolutionary War veterans, schoolgirl Carrie Manning, and intellectual and artistic giants, such as William Strunk, Peter Debye, Carl Becker, Michael Kammen, Thomas Gold, Alexander Kira, and more. (Public Sites)",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMM216NG9SWTBZazA&export=download,
186 Pleasant Grove Rd,"186 Pleasant Grove Rd, Ithaca, NY 14850",Kimball Real Estate,1985,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMYmFIQW8yeE1zNFE&export=download,
188 Pleasant Grove Rd,"188 Pleasant Grove Rd, Ithaca, NY 14850",,1963,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMVlB2UTc3UlJCQmM&export=download,
189 Pleasant Grove Rd,"189 Pleasant Grove Rd, Ithaca, NY 14850",Country Club of Ithaca,1900,,,Institutional,,Public Sites,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMVXJidWFzWE8yNTQ&export=download,
19 Spruce Lane,"19 Spruce Lane, Ithaca, NY 14850",,1979,,,Split Level,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMWVV2eFplam9YQk0&export=download,
190 Pleasant Grove Rd,"190 Pleasant Grove Rd, Ithaca, NY 14850",The Carriage House Apartments,1985,,,Brick Apartments,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMYjVWWmlNZHlNZ2c&export=download,
194 Pleasant Grove Rd,"194 Pleasant Grove Rd, Ithaca, NY 14850",Cayuga Heights Fire Department,2003,,,Contemporary,http://cayugaheightshistory.weebly.com/194-pleasant-grove-rd---firehouse.html,"The home of the Village's all-volunteer fire department, the station was named to honor the late mayor Ron Anderson because of his leadership during its design and construction. The Department's founding membership in 1955 was drawn from local workers and from Cornell faculty. Today, an innovative ""bunker"" program allows some members, usually Cornell or Ithaca College students, to live in second floor dormitory rooms rent-free in exchange for firefighting and emergency medical treatment services. This unique arrangement is one way the Department is able to maintain the fastest response time among area volunteer departments, two to three minutes. 
 
 A memorial to the 9/11 firefighters, a garden in front of the station designed and donated by the Cayuga Heights Garden Club, is a peaceful reminder of the brave men and women who serve our country and our Village. (Public Sites)",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMMm1XMG5mSFFSdWs&export=download,
2 Lowell Pl,"2 Lowell Pl, Ithaca, NY 14850",,1993,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMazN1cEVhdlFCMHM&export=download,
2 Parkway Pl,"2 Parkway Pl, Ithaca, NY 14850",,1911,Stickley,,Craftsman,http://cayugaheightshistory.weebly.com/2-parkway-place.html,"This Gustav Stickley home was built for the Peer family. After Franklin Sherman Peer's death in 1922, his wife Harriet lived in the home with their son Sherman Peer, his wife Eleanor, and their two children. Sherman was an Ithaca lawyer active in village social and political affairs. He was best man for his friend Robert E. Treman, who married actress Irene Castle. The Tremans settled nearby at Greystone. Sherman, a 1906 Cornell grad, later served as Cornell provost for external affairs. 
 
 The original address of the Peer home was 401 Highland Road but later became known as 2 Parkway Place. It was the first Stickley home in Ithaca and clearly reflects the Craftsman style of architecture. It is one of three grand residences marking The Parkway and Highland Road corner at the entrance to Cayuga Heights, the other two being the house built by Jared Newman at 9 Parkway Place and 104 The Parkway, built by J.H. Tanner, the Village's first treasurer (see a photograph taken of the three homes in about 1916 in former village historian Carol Sisler's book, Enterprising Families). In 1949, Sherman Peer sold 2 Parkway Place to James and Diana Rothschild, who owned the popular Rothschild's Department Store downtown on the Ithaca Commons from the turn of the century until 1980. (Notable Architecture)",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMUmJiS2NMaTJLVEU&export=download,
2 Pleasant Grove Lane,"2 Pleasant Grove Lane, Ithaca, NY 14850",,1980,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMUGJ6TzZsSE9LM3M&export=download,
2 Spruce Lane,"2 Spruce Lane, Ithaca, NY 14850",,1989,,,Contemporary,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMYlhYZXV1YTdXZkk&export=download,
2 Strawberry Lane,"2 Strawberry Lane, Ithaca, NY 14850",,1930,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMeG5vZ0psOHBsdnM&export=download,
2 Triphammer Lane,"2 Triphammer Lane, Ithaca, NY 14850",,1954,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMS2Y4TGJuamlHLXM&export=download,
2 Tyler Rd,"2 Tyler Rd, Ithaca, NY 14850",,1997,,,Contemporary,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMNTNyVjdESXdDRXM&export=download,
2 Winthrop Pl,"2 Winthrop Pl, Ithaca, NY 14850",,1964,,,Cape Cod,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMQ0cwbW1wQmdTN2s&export=download,
20 Tyler Rd,"20 Tyler Rd, Ithaca, NY 14850",,1988,,,Contemporary,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMWFg4RGNqa05maFU&export=download,
200 Cayuga Heights Rd,"200 Cayuga Heights Rd, Ithaca, NY 14850",,1973,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMT0F2d05kWmUwMjQ&export=download,
200 Comstock Rd,"200 Comstock Rd, Ithaca, NY 14850",,1961,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMWkhrVEtXSnloZ1U&export=download,
200 Oak Hill Rd,"200 Oak Hill Rd, Ithaca, NY 14850",,1930,A.D. Seymour,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMcks2dVdlSXROT0k&export=download,
200 Randolph Rd,"200 Randolph Rd, Ithaca, NY 14850",,1965,,,Split Level,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMbXotNExma1VXenc&export=download,
200 Sunset Park,"200 Sunset Park, Ithaca, NY 14850",,1934,LeRoy Burnham,,Queen Anne,,"Home to architect LeRoy Burnham, as well as C. Tracey Stagg, New York State senator, and Maxie Baughan, professional football player. (Notable Architecture, Sports History)",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMXzhkaWQ1TDFCcDQ&export=download,
200 East Upland Rd ,"200 East Upland Rd, Ithaca, NY 14850",,1942,,,Cape Cod,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMRU9maUNiWW5sOWs&export=download,
200 White Park Rd,"200 White Park Rd, Ithaca, NY 14850",,1938-39,John Hartell,,Colonial,,"Former home to chemist and Nobel Prize winner, Vincent duVigneaud. Also home to Thai Princess, Bajrakityabha, 2004, as well as to chemist Jack Raven Johnson. (Notable Architecture, Major Award Winner, Notable Women)",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMZV9nWXRQOFZ0dkE&export=download,
201 Cayuga Heights Rd,"201 Cayuga Heights Rd, Ithaca, NY 14850",,1914,,,Queen Anne,,Home to a Mayor of Cayuga Heights.,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMYXdMLUtWbnJkYWM&export=download,
201 Forest Dr,"201 Forest Dr, Ithaca, NY 14850",,1949,,,Cape Cod,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMTUJxYmpDd0ZVWVU&export=download,
201 Hampton Rd,"201 Hampton Rd, Ithaca, NY 14850",,1940,Sherwood Holt,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMQ2FneER6Q3ZIYUk&export=download,
201 Highgate Rd,"201 Highgate Rd, Ithaca, NY 14850",,1982,,,Contemporary,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMdWE5eXRxdUdnVlk&export=download,
201 Highland Ave,"201 Highland Ave, Ithaca, NY 14850",,1970?,,,Craftsman,,Home to philosopher Lawrence Kimpton.,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMSTQ0eVNKQTVYM2M&export=download,small_blue
201 Midway Rd,"201 Midway Rd, Ithaca, NY 14850",,1944,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMNVZGdXR4ZzFacEk&export=download,
201 Oak Hill Rd,"201 Oak Hill Rd, Ithaca, NY 14850",,1934,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMb1R1NTV3elYtbm8&export=download,
201 White Park Rd,"201 White Park Rd, Ithaca, NY 14850",,1927,LeRoy Burnham,McPherson Builders,Tudor Revival,,Notable Architecture,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMVHpKbmRZMzFQb28&export=download,
201 Wyckoff Ave,"201 Wyckoff Ave, Ithaca, NY 14850",,1911?,,,Inn/Lodge,http://cayugaheightshistory.weebly.com/boy-scout-troop-4.html,"Home to Kenneth Greisen, Manhattan Project Scientist. Earlier in the century, home to American ornithologist Louis Agassiz Fuertes. Read more about Fuertes' role in Boy Scout Troop 4 along with Charles Newman (see 110 The Parkway), son of developer Jared Newman. As narrated by John Marcham, (see 112 Oak Hill Road), an active member in the 1950s, Charles was inspired to found the troop when he pulled aside Lord Baden Powell, the founder of Boy Scouting, for conversation during a visit the latter made to the Delta Upsilon fraternity house at Cornell in the company of Theodore Roosevelt. 
 
 In 1917, Scoutmaster Newman was called to serve in World War I and was replaced by a Cornell Heights neighbor, the renowned artist and naturalist Fuertes. With ready access to Cornell faculty and Fuertes as guide, the troop focused on nature study and took part in  such wartime efforts as selling savings stamps, Liberty Loan Drives, and the County War Chest.
 
Today, the troop is one of the oldest in the country. It currently meets at Cayuga Heights Elementary School.",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMUW9lZmpRbkp0Z28&export=download,small_blue
202 Dearborn Pl,"202 Dearborn Pl, Ithaca, NY 14850",,land only,,,land only,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMN09VZTNfSEtCR1k&export=download,
202 Forest Dr,"202 Forest Dr, Ithaca, NY 14850",,1960,,,Raised Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMT3ZpOUk1c1M2ajA&export=download,
202 Highgate Rd,"202 Highgate Rd, Ithaca, NY 14850",,1954,,,Cape Cod,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMMG94bU5hS21MMjQ&export=download,
202 Overlook Road,"202 Overlook Road, Ithaca, NY 14850",,1910,,,Craftsman,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMVFRPemZkc2M1Q0U&export=download,
202 Randolph Rd,"202 Randolph Rd, Ithaca, NY 14850",,1988,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMcWJCdFpLcnotWUU&export=download,
202 Triphammer Rd,"202 Triphammer Rd, Ithaca, NY 14850",Brooklane Apartments,1949,,,Brick Apartments,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMS3Qta3dRZGVwbjg&export=download,
202 East Upland Rd ,"202 East Upland Rd, Ithaca, NY 14850",,1939,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMSVZ1cy02UjRZTlU&export=download,
202 Winthrop Dr,"202 Winthrop Dr, Ithaca, NY 14850",,1962,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMY1oxSFhDbnY5N0E&export=download,
203 Cayuga Heights Rd,"203 Cayuga Heights Rd, Ithaca, NY 14850",,1929,Carl C. Tallman,,Queen Anne,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMLXRsVE9RN1hqZTg&export=download,
203 Forest Dr,"203 Forest Dr, Ithaca, NY 14850",,1955,,,Split Level,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMSF9Lak1LVjg3eEk&export=download,
203 Highgate Rd,"203 Highgate Rd, Ithaca, NY 14850",,1950,,,Cape Cod,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMdkxVaU9wdjA1QU0&export=download,
203 Texas Lane,"203 Texas Lane, Ithaca, NY 14850",,1957,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMX1pBejBKbWc3eWc&export=download,
203 The Parkway,"203 The Parkway, Ithaca, NY 14850",,1910,,,Craftsman,,"One-time home to Michael E. Fisher, physicist, chemist, and mathematician. (Major Award Winners)",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMT2JweHFETG5BMWs&export=download,
203 East Upland Rd ,"203 East Upland Rd , Ithaca, NY 14850",,1926,,,Craftsman,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwManpyN3QxLXlVaG8&export=download,
203 White Park Rd,"203 White Park Rd, Ithaca, NY 14850",,1926,LeRoy Burnham,McPherson Builders,Queen Anne,,Notable Architecture,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMMzR1ZjZmTWUzdlk&export=download,
